   1.0000000e-02  -5.0516430e-02   8.8987618e-01
   1.0018441e-02  -5.0514004e-02   8.8988015e-01
   1.0036917e-02  -5.0511575e-02   8.8988413e-01
   1.0055426e-02  -5.0509140e-02   8.8988811e-01
   1.0073970e-02  -5.0506702e-02   8.8989210e-01
   1.0092547e-02  -5.0504259e-02   8.8989610e-01
   1.0111159e-02  -5.0501812e-02   8.8990011e-01
   1.0129806e-02  -5.0499360e-02   8.8990412e-01
   1.0148487e-02  -5.0496905e-02   8.8990814e-01
   1.0167202e-02  -5.0494445e-02   8.8991217e-01
   1.0185951e-02  -5.0491980e-02   8.8991621e-01
   1.0204736e-02  -5.0489511e-02   8.8992025e-01
   1.0223555e-02  -5.0487038e-02   8.8992430e-01
   1.0242408e-02  -5.0484561e-02   8.8992836e-01
   1.0261297e-02  -5.0482079e-02   8.8993243e-01
   1.0280220e-02  -5.0479593e-02   8.8993650e-01
   1.0299178e-02  -5.0477102e-02   8.8994058e-01
   1.0318171e-02  -5.0474607e-02   8.8994467e-01
   1.0337199e-02  -5.0472108e-02   8.8994876e-01
   1.0356262e-02  -5.0469604e-02   8.8995286e-01
   1.0375361e-02  -5.0467096e-02   8.8995697e-01
   1.0394494e-02  -5.0464583e-02   8.8996109e-01
   1.0413663e-02  -5.0462066e-02   8.8996522e-01
   1.0432867e-02  -5.0459545e-02   8.8996935e-01
   1.0452107e-02  -5.0457019e-02   8.8997349e-01
   1.0471382e-02  -5.0454488e-02   8.8997764e-01
   1.0490693e-02  -5.0451954e-02   8.8998179e-01
   1.0510039e-02  -5.0449414e-02   8.8998596e-01
   1.0529421e-02  -5.0446871e-02   8.8999013e-01
   1.0548838e-02  -5.0444322e-02   8.8999430e-01
   1.0568292e-02  -5.0441770e-02   8.8999849e-01
   1.0587781e-02  -5.0439213e-02   8.9000268e-01
   1.0607307e-02  -5.0436651e-02   8.9000688e-01
   1.0626868e-02  -5.0434085e-02   8.9001109e-01
   1.0646465e-02  -5.0431514e-02   8.9001531e-01
   1.0666099e-02  -5.0428939e-02   8.9001953e-01
   1.0685768e-02  -5.0426359e-02   8.9002376e-01
   1.0705474e-02  -5.0423775e-02   8.9002800e-01
   1.0725217e-02  -5.0421186e-02   8.9003225e-01
   1.0744996e-02  -5.0418593e-02   8.9003651e-01
   1.0764811e-02  -5.0415995e-02   8.9004077e-01
   1.0784663e-02  -5.0413392e-02   8.9004504e-01
   1.0804551e-02  -5.0410785e-02   8.9004932e-01
   1.0824476e-02  -5.0408173e-02   8.9005360e-01
   1.0844438e-02  -5.0405557e-02   8.9005790e-01
   1.0864436e-02  -5.0402936e-02   8.9006220e-01
   1.0884472e-02  -5.0400311e-02   8.9006651e-01
   1.0904544e-02  -5.0397681e-02   8.9007083e-01
   1.0924654e-02  -5.0395046e-02   8.9007515e-01
   1.0944800e-02  -5.0392407e-02   8.9007949e-01
   1.0964984e-02  -5.0389763e-02   8.9008383e-01
   1.0985205e-02  -5.0387114e-02   8.9008818e-01
   1.1005463e-02  -5.0384461e-02   8.9009253e-01
