   1.0000000e-02  -2.9218902e-02   9.2178989e-01
   1.0018441e-02  -2.9216254e-02   9.2179381e-01
   1.0036917e-02  -2.9213601e-02   9.2179773e-01
   1.0055426e-02  -2.9210944e-02   9.2180165e-01
   1.0073970e-02  -2.9208282e-02   9.2180559e-01
   1.0092547e-02  -2.9205616e-02   9.2180953e-01
   1.0111159e-02  -2.9202944e-02   9.2181348e-01
   1.0129806e-02  -2.9200268e-02   9.2181743e-01
   1.0148487e-02  -2.9197588e-02   9.2182140e-01
   1.0167202e-02  -2.9194902e-02   9.2182537e-01
   1.0185951e-02  -2.9192212e-02   9.2182935e-01
   1.0204736e-02  -2.9189517e-02   9.2183333e-01
   1.0223555e-02  -2.9186817e-02   9.2183732e-01
   1.0242408e-02  -2.9184113e-02   9.2184132e-01
   1.0261297e-02  -2.9181403e-02   9.2184533e-01
   1.0280220e-02  -2.9178689e-02   9.2184934e-01
   1.0299178e-02  -2.9175970e-02   9.2185337e-01
   1.0318171e-02  -2.9173247e-02   9.2185739e-01
   1.0337199e-02  -2.9170518e-02   9.2186143e-01
   1.0356262e-02  -2.9167785e-02   9.2186547e-01
   1.0375361e-02  -2.9165047e-02   9.2186953e-01
   1.0394494e-02  -2.9162304e-02   9.2187358e-01
   1.0413663e-02  -2.9159556e-02   9.2187765e-01
   1.0432867e-02  -2.9156803e-02   9.2188172e-01
   1.0452107e-02  -2.9154046e-02   9.2188580e-01
   1.0471382e-02  -2.9151283e-02   9.2188989e-01
   1.0490693e-02  -2.9148516e-02   9.2189399e-01
   1.0510039e-02  -2.9145744e-02   9.2189809e-01
   1.0529421e-02  -2.9142967e-02   9.2190220e-01
   1.0548838e-02  -2.9140185e-02   9.2190632e-01
   1.0568292e-02  -2.9137398e-02   9.2191045e-01
   1.0587781e-02  -2.9134607e-02   9.2191458e-01
   1.0607307e-02  -2.9131810e-02   9.2191872e-01
   1.0626868e-02  -2.9129008e-02   9.2192287e-01
   1.0646465e-02  -2.9126202e-02   9.2192702e-01
   1.0666099e-02  -2.9123390e-02   9.2193119e-01
   1.0685768e-02  -2.9120574e-02   9.2193536e-01
   1.0705474e-02  -2.9117752e-02   9.2193954e-01
   1.0725217e-02  -2.9114926e-02   9.2194372e-01
   1.0744996e-02  -2.9112095e-02   9.2194792e-01
   1.0764811e-02  -2.9109258e-02   9.2195212e-01
   1.0784663e-02  -2.9106417e-02   9.2195633e-01
   1.0804551e-02  -2.9103571e-02   9.2196055e-01
   1.0824476e-02  -2.9100719e-02   9.2196477e-01
   1.0844438e-02  -2.9097863e-02   9.2196900e-01
   1.0864436e-02  -2.9095001e-02   9.2197324e-01
   1.0884472e-02  -2.9092135e-02   9.2197749e-01
   1.0904544e-02  -2.9089263e-02   9.2198175e-01
   1.0924654e-02  -2.9086387e-02   9.2198601e-01
   1.0944800e-02  -2.9083505e-02   9.2199028e-01
   1.0964984e-02  -2.9080619e-02   9.2199456e-01
   1.0985205e-02  -2.9077727e-02   9.2199885e-01
   1.1005463e-02  -2.9074830e-02   9.2200314e-01
   1.1025759e-02  -2.9071928e-02   9.2200744e-01
   1.1046092e-02  -2.9069021e-02   9.2201175e-01
   1.1066462e-02  -2.9066109e-02   9.2201607e-01
   1.1086870e-02  -2.9063191e-02   9.2202040e-01
   1.1107316e-02  -2.9060269e-02   9.2202473e-01
   1.1127799e-02  -2.9057341e-02   9.2202907e-01
   1.1148320e-02  -2.9054408e-02   9.2203342e-01
   1.1168879e-02  -2.9051470e-02   9.2203778e-01
   1.1189476e-02  -2.9048527e-02   9.2204215e-01
   1.1210111e-02  -2.9045579e-02   9.2204652e-01
   1.1230784e-02  -2.9042626e-02   9.2205090e-01
   1.1251495e-02  -2.9039667e-02   9.2205529e-01
   1.1272245e-02  -2.9036703e-02   9.2205969e-01
   1.1293032e-02  -2.9033734e-02   9.2206410e-01
   1.1313858e-02  -2.9030760e-02   9.2206851e-01
   1.1334722e-02  -2.9027780e-02   9.2207293e-01
   1.1355625e-02  -2.9024796e-02   9.2207736e-01
   1.1376566e-02  -2.9021806e-02   9.2208180e-01
   1.1397546e-02  -2.9018810e-02   9.2208625e-01
   1.1418565e-02  -2.9015810e-02   9.2209070e-01
   1.1439622e-02  -2.9012804e-02   9.2209516e-01
   1.1460718e-02  -2.9009793e-02   9.2209963e-01
   1.1481854e-02  -2.9006777e-02   9.2210411e-01
   1.1503028e-02  -2.9003755e-02   9.2210860e-01
   1.1524241e-02  -2.9000728e-02   9.2211310e-01
   1.1545493e-02  -2.8997696e-02   9.2211760e-01
   1.1566784e-02  -2.8994658e-02   9.2212211e-01
   1.1588115e-02  -2.8991615e-02   9.2212663e-01
   1.1609485e-02  -2.8988567e-02   9.2213116e-01
   1.1630895e-02  -2.8985513e-02   9.2213569e-01
   1.1652344e-02  -2.8982454e-02   9.2214024e-01
   1.1673832e-02  -2.8979390e-02   9.2214479e-01
   1.1695360e-02  -2.8976320e-02   9.2214935e-01
   1.1716928e-02  -2.8973245e-02   9.2215392e-01
