   1.0000000e-02  -1.3126549e-02   9.4231733e-01
   1.0018441e-02  -1.3123765e-02   9.4232118e-01
   1.0036917e-02  -1.3120977e-02   9.4232505e-01
   1.0055426e-02  -1.3118183e-02   9.4232891e-01
   1.0073970e-02  -1.3115384e-02   9.4233279e-01
   1.0092547e-02  -1.3112581e-02   9.4233667e-01
   1.0111159e-02  -1.3109772e-02   9.4234056e-01
   1.0129806e-02  -1.3106959e-02   9.4234446e-01
   1.0148487e-02  -1.3104140e-02   9.4234836e-01
   1.0167202e-02  -1.3101317e-02   9.4235227e-01
   1.0185951e-02  -1.3098488e-02   9.4235619e-01
   1.0204736e-02  -1.3095655e-02   9.4236012e-01
   1.0223555e-02  -1.3092816e-02   9.4236405e-01
   1.0242408e-02  -1.3089973e-02   9.4236799e-01
   1.0261297e-02  -1.3087124e-02   9.4237194e-01
   1.0280220e-02  -1.3084271e-02   9.4237589e-01
   1.0299178e-02  -1.3081412e-02   9.4237985e-01
   1.0318171e-02  -1.3078548e-02   9.4238382e-01
   1.0337199e-02  -1.3075680e-02   9.4238780e-01
   1.0356262e-02  -1.3072806e-02   9.4239178e-01
   1.0375361e-02  -1.3069927e-02   9.4239577e-01
   1.0394494e-02  -1.3067043e-02   9.4239977e-01
   1.0413663e-02  -1.3064154e-02   9.4240377e-01
   1.0432867e-02  -1.3061260e-02   9.4240778e-01
   1.0452107e-02  -1.3058360e-02   9.4241180e-01
   1.0471382e-02  -1.3055456e-02   9.4241583e-01
   1.0490693e-02  -1.3052546e-02   9.4241987e-01
   1.0510039e-02  -1.3049632e-02   9.4242391e-01
   1.0529421e-02  -1.3046712e-02   9.4242796e-01
   1.0548838e-02  -1.3043787e-02   9.4243201e-01
   1.0568292e-02  -1.3040857e-02   9.4243608e-01
   1.0587781e-02  -1.3037921e-02   9.4244015e-01
   1.0607307e-02  -1.3034981e-02   9.4244423e-01
   1.0626868e-02  -1.3032035e-02   9.4244831e-01
   1.0646465e-02  -1.3029084e-02   9.4245241e-01
   1.0666099e-02  -1.3026128e-02   9.4245651e-01
   1.0685768e-02  -1.3023167e-02   9.4246062e-01
   1.0705474e-02  -1.3020200e-02   9.4246473e-01
   1.0725217e-02  -1.3017228e-02   9.4246886e-01
   1.0744996e-02  -1.3014251e-02   9.4247299e-01
   1.0764811e-02  -1.3011269e-02   9.4247713e-01
   1.0784663e-02  -1.3008281e-02   9.4248128e-01
   1.0804551e-02  -1.3005288e-02   9.4248543e-01
   1.0824476e-02  -1.3002290e-02   9.4248959e-01
   1.0844438e-02  -1.2999287e-02   9.4249376e-01
   1.0864436e-02  -1.2996278e-02   9.4249794e-01
   1.0884472e-02  -1.2993264e-02   9.4250212e-01
   1.0904544e-02  -1.2990245e-02   9.4250631e-01
   1.0924654e-02  -1.2987220e-02   9.4251051e-01
   1.0944800e-02  -1.2984190e-02   9.4251472e-01
   1.0964984e-02  -1.2981155e-02   9.4251894e-01
   1.0985205e-02  -1.2978114e-02   9.4252316e-01
   1.1005463e-02  -1.2975068e-02   9.4252739e-01
   1.1025759e-02  -1.2972017e-02   9.4253163e-01
   1.1046092e-02  -1.2968960e-02   9.4253587e-01
   1.1066462e-02  -1.2965898e-02   9.4254013e-01
   1.1086870e-02  -1.2962830e-02   9.4254439e-01
   1.1107316e-02  -1.2959757e-02   9.4254866e-01
   1.1127799e-02  -1.2956679e-02   9.4255294e-01
   1.1148320e-02  -1.2953595e-02   9.4255722e-01
   1.1168879e-02  -1.2950506e-02   9.4256151e-01
   1.1189476e-02  -1.2947411e-02   9.4256582e-01
   1.1210111e-02  -1.2944311e-02   9.4257012e-01
   1.1230784e-02  -1.2941205e-02   9.4257444e-01
   1.1251495e-02  -1.2938094e-02   9.4257877e-01
   1.1272245e-02  -1.2934977e-02   9.4258310e-01
   1.1293032e-02  -1.2931855e-02   9.4258744e-01
   1.1313858e-02  -1.2928728e-02   9.4259179e-01
   1.1334722e-02  -1.2925595e-02   9.4259614e-01
   1.1355625e-02  -1.2922456e-02   9.4260051e-01
   1.1376566e-02  -1.2919312e-02   9.4260488e-01
   1.1397546e-02  -1.2916162e-02   9.4260926e-01
   1.1418565e-02  -1.2913007e-02   9.4261365e-01
   1.1439622e-02  -1.2909847e-02   9.4261804e-01
   1.1460718e-02  -1.2906680e-02   9.4262245e-01
   1.1481854e-02  -1.2903508e-02   9.4262686e-01
   1.1503028e-02  -1.2900331e-02   9.4263128e-01
   1.1524241e-02  -1.2897148e-02   9.4263571e-01
   1.1545493e-02  -1.2893959e-02   9.4264014e-01
   1.1566784e-02  -1.2890765e-02   9.4264459e-01
   1.1588115e-02  -1.2887565e-02   9.4264904e-01
   1.1609485e-02  -1.2884360e-02   9.4265350e-01
   1.1630895e-02  -1.2881149e-02   9.4265797e-01
   1.1652344e-02  -1.2877932e-02   9.4266245e-01
   1.1673832e-02  -1.2874709e-02   9.4266693e-01
   1.1695360e-02  -1.2871481e-02   9.4267142e-01
   1.1716928e-02  -1.2868247e-02   9.4267593e-01
   1.1738536e-02  -1.2865008e-02   9.4268044e-01
   1.1760183e-02  -1.2861763e-02   9.4268495e-01
   1.1781870e-02  -1.2858512e-02   9.4268948e-01
   1.1803598e-02  -1.2855256e-02   9.4269401e-01
   1.1825365e-02  -1.2851993e-02   9.4269856e-01
   1.1847173e-02  -1.2848725e-02   9.4270311e-01
   1.1869021e-02  -1.2845451e-02   9.4270767e-01
   1.1890909e-02  -1.2842172e-02   9.4271224e-01
   1.1912837e-02  -1.2838887e-02   9.4271681e-01
   1.1934806e-02  -1.2835596e-02   9.4272140e-01
   1.1956815e-02  -1.2832299e-02   9.4272599e-01
   1.1978865e-02  -1.2828996e-02   9.4273059e-01
   1.2000956e-02  -1.2825688e-02   9.4273520e-01
   1.2023087e-02  -1.2822374e-02   9.4273982e-01
   1.2045260e-02  -1.2819054e-02   9.4274444e-01
   1.2067473e-02  -1.2815728e-02   9.4274908e-01
   1.2089727e-02  -1.2812396e-02   9.4275372e-01
   1.2112022e-02  -1.2809059e-02   9.4275837e-01
   1.2134358e-02  -1.2805715e-02   9.4276303e-01
   1.2156735e-02  -1.2802366e-02   9.4276770e-01
   1.2179154e-02  -1.2799011e-02   9.4277238e-01
   1.2201614e-02  -1.2795650e-02   9.4277707e-01
   1.2224115e-02  -1.2792283e-02   9.4278176e-01
   1.2246658e-02  -1.2788910e-02   9.4278646e-01
