   1.0000000e+00   1.5421257e-01  -5.7188657e-02   1.1415973e+00  -5.7188657e-02   1.1415973e+00  -1.1431986e+00   0.0000000e+00
   2.0000000e+00   6.1685028e-01  -2.7931248e-02   1.1943880e+00  -2.7931248e-02   1.1943880e+00  -1.7152413e+00   0.0000000e+00
   3.0000000e+00   1.3879131e+00  -4.2772048e-02   1.2460599e+00  -4.2772048e-02   1.2460599e+00  -2.5414395e+00   0.0000000e+00
   4.0000000e+00   2.4674011e+00  -9.9602390e-02   1.2687137e+00  -9.9602390e-02   1.2687137e+00  -3.6260104e+00   0.0000000e+00
   5.0000000e+00   3.8553142e+00  -1.8463002e-01   1.2552731e+00  -1.8463002e-01   1.2552731e+00  -4.9965387e+00   0.0000000e+00
   6.0000000e+00   5.5516525e+00  -2.8916424e-01   1.2060401e+00  -2.8916424e-01   1.2060401e+00  -6.6704058e+00   0.0000000e+00
   7.0000000e+00   7.5564159e+00  -4.0974754e-01   1.1194311e+00  -4.0974754e-01   1.1194311e+00  -8.6545265e+00   0.0000000e+00
   8.0000000e+00   9.8696044e+00  -5.4551062e-01   9.8703541e-01  -5.4551062e-01   9.8703541e-01  -1.0950640e+01   0.0000000e+00
   9.0000000e+00   1.2491218e+01  -6.9651543e-01   7.8472826e-01  -6.9651543e-01   7.8472826e-01  -1.3558621e+01   0.0000000e+00
   1.0000000e+01   1.5421257e+01  -8.6306387e-01   4.1474404e-01  -8.6306387e-01   4.1474404e-01  -1.6477867e+01   0.0000000e+00
   1.1000000e+01   1.8659721e+01  -4.4078719e-01   0.0000000e+00  -1.6501435e+00   0.0000000e+00  -1.9707759e+01   0.0000000e+00
   1.2000000e+01   2.2206610e+01  -2.4010907e-01   0.0000000e+00  -2.2478431e+00   0.0000000e+00  -2.3247785e+01   0.0000000e+00
   1.3000000e+01   2.6061924e+01  -1.2964418e-01   0.0000000e+00  -2.7879435e+00   0.0000000e+00  -2.7097548e+01   0.0000000e+00
   1.4000000e+01   3.0225663e+01  -6.0310556e-02   0.0000000e+00  -3.3198249e+00   0.0000000e+00  -3.1256751e+01   0.0000000e+00
   1.5000000e+01   3.4697828e+01  -1.6627107e-02   0.0000000e+00  -3.8591920e+00   0.0000000e+00  -3.5725170e+01   0.0000000e+00
   1.6000000e+01   3.9478418e+01   8.6484278e-03   0.0000000e+00  -4.4134551e+00   0.0000000e+00  -4.0502637e+01   0.0000000e+00
   1.7000000e+01   4.4567432e+01   1.9601342e-02   0.0000000e+00  -4.9868268e+00   0.0000000e+00  -4.5589024e+01   0.0000000e+00
   1.8000000e+01   4.9964872e+01   1.8812624e-02   0.0000000e+00  -5.5819855e+00   0.0000000e+00  -5.0984235e+01   0.0000000e+00
   1.9000000e+01   5.5670737e+01   8.0421138e-03   0.0000000e+00  -6.2007662e+00   0.0000000e+00  -5.6688194e+01   0.0000000e+00
   2.0000000e+01   6.1685028e+01  -1.1443067e-02   0.0000000e+00  -6.8444944e+00   0.0000000e+00  -6.2700843e+01   0.0000000e+00
   2.1000000e+01   6.8007743e+01  -3.8692941e-02   0.0000000e+00  -7.5141663e+00   0.0000000e+00  -6.9022135e+01   0.0000000e+00
   2.2000000e+01   7.4638883e+01  -7.2973001e-02   0.0000000e+00  -8.2105531e+00   0.0000000e+00  -7.5652034e+01   0.0000000e+00
   2.3000000e+01   8.1578449e+01  -1.1370153e-01   0.0000000e+00  -8.9342657e+00   0.0000000e+00  -8.2590511e+01   0.0000000e+00
   2.4000000e+01   8.8826440e+01  -1.6040896e-01   0.0000000e+00  -9.6857975e+00   0.0000000e+00  -8.9837542e+01   0.0000000e+00
   2.5000000e+01   9.6382855e+01  -2.1271033e-01   0.0000000e+00  -1.0465553e+01   0.0000000e+00  -9.7393107e+01   0.0000000e+00
   2.6000000e+01   1.0424770e+02  -2.7028605e-01   0.0000000e+00  -1.1273867e+01   0.0000000e+00  -1.0525719e+02   0.0000000e+00
   2.7000000e+01   1.1242096e+02  -3.3286801e-01   0.0000000e+00  -1.2111021e+01   0.0000000e+00  -1.1342978e+02   0.0000000e+00
   2.8000000e+01   1.2090265e+02  -4.0022921e-01   0.0000000e+00  -1.2977254e+01   0.0000000e+00  -1.2191086e+02   0.0000000e+00
   2.9000000e+01   1.2969277e+02  -4.7217606e-01   0.0000000e+00  -1.3872767e+01   0.0000000e+00  -1.3070043e+02   0.0000000e+00
   3.0000000e+01   1.3879131e+02  -5.4854233e-01   0.0000000e+00  -1.4797735e+01   0.0000000e+00  -1.3979848e+02   0.0000000e+00
