0.062500 800.000000 0.934149 0.849323 
0.125000 800.000000 0.881820 0.848413 
0.187500 800.000000 0.856282 0.864478 
0.250000 800.000000 0.850078 0.902876 
0.312500 800.000000 0.861117 0.973682 
0.375000 800.000000 0.893009 1.087067 
0.437500 800.000000 0.954401 1.239802 
0.500000 800.000000 1.055565 1.392918 
0.562500 800.000000 1.197682 1.469728 
0.625000 800.000000 1.352396 1.418091 
0.687500 800.000000 1.451361 1.274040 
0.750000 800.000000 1.431192 1.116421 
0.812500 800.000000 1.306026 0.993676 
0.875000 800.000000 1.149582 0.914645 
0.937500 800.000000 1.019114 0.870465 
1.000000 800.000000 0.931306 0.850470 
1.062500 800.000000 0.880313 0.848190 
1.125000 800.000000 0.855677 0.862784 
1.187500 800.000000 0.850161 0.899137 
1.250000 800.000000 0.861924 0.966982 
1.312500 800.000000 0.894825 1.076724 
1.375000 800.000000 0.957701 1.226822 
1.437500 800.000000 1.060767 1.381763 
1.500000 800.000000 1.204465 1.466760 
1.562500 800.000000 1.358727 1.424961 
1.625000 800.000000 1.453856 1.285698 
1.687500 800.000000 1.428324 1.127319 
1.750000 800.000000 1.300011 1.001525 
1.812500 800.000000 1.143544 0.919510 
1.875000 800.000000 1.014591 0.873142 
1.937500 800.000000 0.928423 0.851671 
2.000000 800.000000 0.878668 0.848289 
2.062500 800.000000 0.854858 0.861772 
2.125000 800.000000 0.849920 0.896626 
2.187500 800.000000 0.862219 0.962297 
2.250000 800.000000 0.895824 1.069284 
2.312500 800.000000 0.959757 1.217178 
2.375000 800.000000 1.064270 1.372989 
2.437500 800.000000 1.209384 1.463666 
2.500000 800.000000 1.363856 1.429317 
2.562500 800.000000 1.456835 1.294105 
2.625000 800.000000 1.427723 1.135540 
2.687500 800.000000 1.296924 1.007623 
2.750000 800.000000 1.139976 0.923398 
2.812500 800.000000 1.011697 0.875371 
2.875000 800.000000 0.926434 0.852780 
2.937500 800.000000 0.877401 0.848590 
3.000000 800.000000 0.854052 0.861309 
3.062500 800.000000 0.849361 0.895173 
3.125000 800.000000 0.861774 0.959410 
3.187500 800.000000 0.895457 1.064532 
3.250000 800.000000 0.959554 1.210800 
3.312500 800.000000 1.064481 1.366859 
3.375000 800.000000 1.210399 1.460992 
3.437500 800.000000 1.365956 1.431594 
3.500000 800.000000 1.459675 1.299361 
3.562500 800.000000 1.430295 1.140951 
3.625000 800.000000 1.298476 1.011771 
3.687500 800.000000 1.140533 0.926123 
3.750000 800.000000 1.011651 0.876997 
3.812500 800.000000 0.926112 0.853657 
3.875000 800.000000 0.876954 0.848943 
3.937500 800.000000 0.853478 0.861198 
4.000000 800.000000 0.848542 0.894494 
4.062500 800.000000 0.860493 0.957914 
4.125000 800.000000 0.893418 1.061944 
4.187500 800.000000 0.956469 1.207174 
4.250000 800.000000 1.060333 1.363153 
4.312500 800.000000 1.206017 1.459018 
4.375000 800.000000 1.363496 1.432388 
4.437500 800.000000 1.461564 1.302003 
4.500000 800.000000 1.436364 1.143874 
4.562500 800.000000 1.305719 1.014102 
4.625000 800.000000 1.146348 0.927704 
4.687500 800.000000 1.015330 0.877972 
4.750000 800.000000 0.928037 0.854211 
4.812500 800.000000 0.877680 0.849204 
4.875000 800.000000 0.853349 0.861216 
4.937500 800.000000 0.847597 0.894235 
5.000000 800.000000 0.858462 0.957265 
5.062500 800.000000 0.889744 1.060764 
5.125000 800.000000 0.950434 1.205449 
5.187500 800.000000 1.051543 1.361273 
5.250000 800.000000 1.195570 1.457811 
5.312500 800.000000 1.355386 1.432418 
5.375000 800.000000 1.461370 1.302953 
5.437500 800.000000 1.445400 1.145056 
5.500000 800.000000 1.318850 1.015090 
5.562500 800.000000 1.157953 0.928387 
5.625000 800.000000 1.023255 0.878388 
5.687500 800.000000 0.932597 0.854428 
5.750000 800.000000 0.879847 0.849273 
5.812500 800.000000 0.853865 0.861153 
5.875000 800.000000 0.846723 0.894023 
5.937500 800.000000 0.855938 0.956857 
6.000000 800.000000 0.884806 1.060108 
6.062500 800.000000 0.941964 1.204569 
6.125000 800.000000 1.038682 1.360384 
6.187500 800.000000 1.179378 1.457299 
6.250000 800.000000 1.341179 1.432492 
6.312500 800.000000 1.457757 1.303410 
6.375000 800.000000 1.455971 1.145565 
6.437500 800.000000 1.337107 1.015471 
6.500000 800.000000 1.175209 0.928605 
6.562500 800.000000 1.035562 0.878464 
6.625000 800.000000 0.939981 0.854384 
6.687500 800.000000 0.883629 0.849111 
6.750000 800.000000 0.855200 0.860847 
6.812500 800.000000 0.846145 0.893520 
6.875000 800.000000 0.853279 0.956095 
6.937500 800.000000 0.879202 1.059070 
7.000000 800.000000 0.931996 1.203406 
7.062500 800.000000 1.023029 1.359536 
7.125000 800.000000 1.158719 1.457312 
7.187500 800.000000 1.321316 1.433416 
7.250000 800.000000 1.449603 1.304671 
7.312500 800.000000 1.466005 1.146613 
7.375000 800.000000 1.358798 1.016121 
7.437500 800.000000 1.197244 0.928905 
7.500000 800.000000 1.051937 0.878509 
7.562500 800.000000 0.950135 0.854229 
7.625000 800.000000 0.889079 0.848748 
7.687500 800.000000 0.857468 0.860204 
7.750000 800.000000 0.846064 0.892465 
7.812500 800.000000 0.850848 0.954474 
7.875000 800.000000 0.873588 1.056831 
7.937500 800.000000 0.921640 1.200887 
8.000000 800.000000 1.006243 1.357759 
8.062500 800.000000 1.135583 1.457567 
8.125000 800.000000 1.297231 1.435845 
8.187500 800.000000 1.436551 1.307921 
8.250000 800.000000 1.473367 1.149352 
8.312500 800.000000 1.381533 1.017901 
8.375000 800.000000 1.222434 0.929845 
8.437500 800.000000 1.071526 0.878856 
8.500000 800.000000 0.962681 0.854145 
8.562500 800.000000 0.896068 0.848262 
8.625000 800.000000 0.860678 0.859202 
8.687500 800.000000 0.846602 0.890702 
8.750000 800.000000 0.848933 0.951636 
8.812500 800.000000 0.868526 1.052762 
8.875000 800.000000 0.911911 1.196117 
8.937500 800.000000 0.989977 1.354132 
9.000000 800.000000 1.112244 1.457610 
9.062500 800.000000 1.271164 1.440104 
9.125000 800.000000 1.419386 1.314013 
9.187500 800.000000 1.476573 1.154701 
9.250000 800.000000 1.402711 1.021530 
9.312500 800.000000 1.248541 0.931910 
9.375000 800.000000 1.092907 0.879804 
9.437500 800.000000 0.976847 0.854312 
9.500000 800.000000 0.904225 0.847754 
