   1.0000000e-02  -1.3126549e-02   9.4231733e-01  -1.3126549e-02   9.4231733e-01  -1.0564469e+00   0.0000000e+00
   1.0018441e-02  -1.3123765e-02   9.4232118e-01  -1.3123765e-02   9.4232118e-01  -1.0564729e+00   0.0000000e+00
   1.0036917e-02  -1.3120977e-02   9.4232505e-01  -1.3120977e-02   9.4232505e-01  -1.0564990e+00   0.0000000e+00
   1.0055426e-02  -1.3118183e-02   9.4232891e-01  -1.3118183e-02   9.4232891e-01  -1.0565252e+00   0.0000000e+00
   1.0073970e-02  -1.3115384e-02   9.4233279e-01  -1.3115384e-02   9.4233279e-01  -1.0565513e+00   0.0000000e+00
   1.0092547e-02  -1.3112581e-02   9.4233667e-01  -1.3112581e-02   9.4233667e-01  -1.0565776e+00   0.0000000e+00
   1.0111159e-02  -1.3109772e-02   9.4234056e-01  -1.3109772e-02   9.4234056e-01  -1.0566038e+00   0.0000000e+00
   1.0129806e-02  -1.3106959e-02   9.4234446e-01  -1.3106959e-02   9.4234446e-01  -1.0566302e+00   0.0000000e+00
   1.0148487e-02  -1.3104140e-02   9.4234836e-01  -1.3104140e-02   9.4234836e-01  -1.0566565e+00   0.0000000e+00
   1.0167202e-02  -1.3101317e-02   9.4235227e-01  -1.3101317e-02   9.4235227e-01  -1.0566830e+00   0.0000000e+00
   1.0185951e-02  -1.3098488e-02   9.4235619e-01  -1.3098488e-02   9.4235619e-01  -1.0567094e+00   0.0000000e+00
   1.0204736e-02  -1.3095655e-02   9.4236012e-01  -1.3095655e-02   9.4236012e-01  -1.0567359e+00   0.0000000e+00
   1.0223555e-02  -1.3092816e-02   9.4236405e-01  -1.3092816e-02   9.4236405e-01  -1.0567625e+00   0.0000000e+00
   1.0242408e-02  -1.3089973e-02   9.4236799e-01  -1.3089973e-02   9.4236799e-01  -1.0567891e+00   0.0000000e+00
   1.0261297e-02  -1.3087124e-02   9.4237194e-01  -1.3087124e-02   9.4237194e-01  -1.0568158e+00   0.0000000e+00
   1.0280220e-02  -1.3084271e-02   9.4237589e-01  -1.3084271e-02   9.4237589e-01  -1.0568425e+00   0.0000000e+00
   1.0299178e-02  -1.3081412e-02   9.4237985e-01  -1.3081412e-02   9.4237985e-01  -1.0568693e+00   0.0000000e+00
   1.0318171e-02  -1.3078548e-02   9.4238382e-01  -1.3078548e-02   9.4238382e-01  -1.0568961e+00   0.0000000e+00
   1.0337199e-02  -1.3075680e-02   9.4238780e-01  -1.3075680e-02   9.4238780e-01  -1.0569229e+00   0.0000000e+00
   1.0356262e-02  -1.3072806e-02   9.4239178e-01  -1.3072806e-02   9.4239178e-01  -1.0569498e+00   0.0000000e+00
   1.0375361e-02  -1.3069927e-02   9.4239577e-01  -1.3069927e-02   9.4239577e-01  -1.0569768e+00   0.0000000e+00
   1.0394494e-02  -1.3067043e-02   9.4239977e-01  -1.3067043e-02   9.4239977e-01  -1.0570038e+00   0.0000000e+00
   1.0413663e-02  -1.3064154e-02   9.4240377e-01  -1.3064154e-02   9.4240377e-01  -1.0570309e+00   0.0000000e+00
   1.0432867e-02  -1.3061260e-02   9.4240778e-01  -1.3061260e-02   9.4240778e-01  -1.0570580e+00   0.0000000e+00
   1.0452107e-02  -1.3058360e-02   9.4241180e-01  -1.3058360e-02   9.4241180e-01  -1.0570851e+00   0.0000000e+00
   1.0471382e-02  -1.3055456e-02   9.4241583e-01  -1.3055456e-02   9.4241583e-01  -1.0571123e+00   0.0000000e+00
   1.0490693e-02  -1.3052546e-02   9.4241987e-01  -1.3052546e-02   9.4241987e-01  -1.0571396e+00   0.0000000e+00
   1.0510039e-02  -1.3049632e-02   9.4242391e-01  -1.3049632e-02   9.4242391e-01  -1.0571669e+00   0.0000000e+00
   1.0529421e-02  -1.3046712e-02   9.4242796e-01  -1.3046712e-02   9.4242796e-01  -1.0571942e+00   0.0000000e+00
   1.0548838e-02  -1.3043787e-02   9.4243201e-01  -1.3043787e-02   9.4243201e-01  -1.0572216e+00   0.0000000e+00
   1.0568292e-02  -1.3040857e-02   9.4243608e-01  -1.3040857e-02   9.4243608e-01  -1.0572491e+00   0.0000000e+00
   1.0587781e-02  -1.3037921e-02   9.4244015e-01  -1.3037921e-02   9.4244015e-01  -1.0572766e+00   0.0000000e+00
   1.0607307e-02  -1.3034981e-02   9.4244423e-01  -1.3034981e-02   9.4244423e-01  -1.0573041e+00   0.0000000e+00
   1.0626868e-02  -1.3032035e-02   9.4244831e-01  -1.3032035e-02   9.4244831e-01  -1.0573318e+00   0.0000000e+00
   1.0646465e-02  -1.3029084e-02   9.4245241e-01  -1.3029084e-02   9.4245241e-01  -1.0573594e+00   0.0000000e+00
   1.0666099e-02  -1.3026128e-02   9.4245651e-01  -1.3026128e-02   9.4245651e-01  -1.0573871e+00   0.0000000e+00
   1.0685768e-02  -1.3023167e-02   9.4246062e-01  -1.3023167e-02   9.4246062e-01  -1.0574149e+00   0.0000000e+00
   1.0705474e-02  -1.3020200e-02   9.4246473e-01  -1.3020200e-02   9.4246473e-01  -1.0574427e+00   0.0000000e+00
   1.0725217e-02  -1.3017228e-02   9.4246886e-01  -1.3017228e-02   9.4246886e-01  -1.0574705e+00   0.0000000e+00
   1.0744996e-02  -1.3014251e-02   9.4247299e-01  -1.3014251e-02   9.4247299e-01  -1.0574984e+00   0.0000000e+00
   1.0764811e-02  -1.3011269e-02   9.4247713e-01  -1.3011269e-02   9.4247713e-01  -1.0575264e+00   0.0000000e+00
   1.0784663e-02  -1.3008281e-02   9.4248128e-01  -1.3008281e-02   9.4248128e-01  -1.0575544e+00   0.0000000e+00
   1.0804551e-02  -1.3005288e-02   9.4248543e-01  -1.3005288e-02   9.4248543e-01  -1.0575825e+00   0.0000000e+00
   1.0824476e-02  -1.3002290e-02   9.4248959e-01  -1.3002290e-02   9.4248959e-01  -1.0576106e+00   0.0000000e+00
   1.0844438e-02  -1.2999287e-02   9.4249376e-01  -1.2999287e-02   9.4249376e-01  -1.0576388e+00   0.0000000e+00
   1.0864436e-02  -1.2996278e-02   9.4249794e-01  -1.2996278e-02   9.4249794e-01  -1.0576670e+00   0.0000000e+00
   1.0884472e-02  -1.2993264e-02   9.4250212e-01  -1.2993264e-02   9.4250212e-01  -1.0576952e+00   0.0000000e+00
   1.0904544e-02  -1.2990245e-02   9.4250631e-01  -1.2990245e-02   9.4250631e-01  -1.0577236e+00   0.0000000e+00
   1.0924654e-02  -1.2987220e-02   9.4251051e-01  -1.2987220e-02   9.4251051e-01  -1.0577519e+00   0.0000000e+00
   1.0944800e-02  -1.2984190e-02   9.4251472e-01  -1.2984190e-02   9.4251472e-01  -1.0577803e+00   0.0000000e+00
   1.0964984e-02  -1.2981155e-02   9.4251894e-01  -1.2981155e-02   9.4251894e-01  -1.0578088e+00   0.0000000e+00
   1.0985205e-02  -1.2978114e-02   9.4252316e-01  -1.2978114e-02   9.4252316e-01  -1.0578373e+00   0.0000000e+00
   1.1005463e-02  -1.2975068e-02   9.4252739e-01  -1.2975068e-02   9.4252739e-01  -1.0578659e+00   0.0000000e+00
   1.1025759e-02  -1.2972017e-02   9.4253163e-01  -1.2972017e-02   9.4253163e-01  -1.0578946e+00   0.0000000e+00
